t,rc
0,0.052671756
0.001908397,0.082442748
0.003053435,0.100763359
0.004198473,0.116030534
0.005343511,0.127480916
0.00648855,0.141221374
0.007633588,0.152671756
0.010687023,0.178625954
0.013740458,0.196946565
0.015648855,0.210687023
0.017938931,0.224427481
0.023664122,0.251145038
